years,usd2010,pct_foreign,pct_unreported,dif_msy,pct_msy,pct_avg,score
2004,1590610242.26,24.265984923160524,44.37650809431815,289285630.3799999,17.36288022630001,24.14622673927574,75.85377326072427
2005,1720943494.21,36.4858127136224,51.208728204324274,419618882.3299999,25.185462496077644,32.650185681235925,67.34981431876407
2006,1687493186.1999998,34.6891579711679,56.30937493941089,386168574.3199997,23.177780017181064,32.106374592424395,67.8936254075756
2007,1565162787.1000001,31.667198111586337,44.819885934375854,263838175.22000003,15.83552777734904,24.79873347560186,75.20126652439814
2008,1379553901.48,18.1551059606915,34.44464632927897,78229289.5999999,4.6953102500429,13.337136608019833,86.66286339198017
2009,1574729085.45,21.412424348358044,38.25250608664942,273404473.56999993,16.409695572140354,21.778803430285706,78.2211965697143
2010,1289696923,32.25543173266766,49.31112204723776,11627688.880000114,0.69789214579004,16.732046043455107,83.26795395654489
2011,897199278.4599999,16.42453853485851,24.220830622537157,404125333.4200002,24.255542010047012,22.68239903750734,77.31760096249266
2012,1228853404.87,35.42040190197028,50.21264430766471,72471207.01000023,4.349710995036767,19.736435838949056,80.26356416105094
2013,881685396.0500001,5.722585629064262,31.829070923759335,419639215.83000004,25.18668290970351,22.622341056386826,77.37765894361317
2014,927034645.43,8.352300468285137,37.627577292371704,374289966.45000017,22.464827751176475,22.674872202837253,77.32512779716275
